name	length	8Cell_SRR17972758_Rep1_R1	8Cell_SRR17972759_Rep2_R1	8Cell_SRR17972760_Rep3_R1	8Cell_SRR17972761_Rep4_R1	8Cell_SRR17972762_Rep5_R1	8Cell_SRR17972763_Rep6_R1	8Cell_SRR17972764_Rep7_R1	8Cell_SRR17972765_Rep8_R1	8Cell_SRR17972820_Rep9_R1	8Cell_SRR17972821_Rep10_R1	8Cell_SRR17972822_Rep11_R1	8Cell_SRR17972832_Rep12_R1	8Cell_SRR17972833_Rep13_R1	8Cell_SRR17972834_Rep14_R1	8Cell_SRR17972835_Rep15_R1	8Cell_SRR17972836_Rep16_R1	8Cell_SRR17972837_Rep17_R1	8Cell_SRR17972838_Rep18_R1	8Cell_SRR17972839_Rep19_R1	8Cell_SRR17972840_Rep20_R1	8Cell_SRR17972841_Rep21_R1	8Cell_SRR17972842_Rep22_R1	8Cell_SRR17972843_Rep23_R1
LOC782866	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC782884	1262	345	0	0	0	0	0	0	0	102	130	92	1	0	0	0	0	0	87	3	0	0	0	0
LOC782892	937	0	53	64	6	247	0	265	0	164	433	245	0	1	56	0	62	86	95	67	93	0	0	429
LOC782910	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC782913	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC782922	1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC782941	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC782942	1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC782951	1360	4	8	6	2	0	4	0	0	31	11	19	0	1	0	0	1	2	0	2	1	0	1	2
LOC782957	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC782961	1617	0	0	234	1	0	4	2	10	7	10	0	4	4	6	4	13	7	28	17	13	6	4	0
LOC782966	1407	27	23	27	27	16	5	12	22	51	14	26	14	5	28	10	27	12	43	42	24	15	38	2
LOC782977	2125	0	0	0	0	0	0	0	0	44	66	354	0	0	0	0	0	0	60	0	0	48	1	0
LOC783002	2476	0	0	0	0	0	0	0	0	14	8	6	0	0	0	0	0	0	0	0	0	0	0	0
LOC783012	548	0	0	0	0	23	0	0	0	0	4	0	0	0	41	0	0	0	0	85	0	113	0	0
LOC783041	978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783113	767	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783125	2020	0	0	0	0	0	0	0	0	1	0	2	0	0	3	0	57	0	0	0	18	0	0	0
LOC783134	2420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783151	3538	0	440	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783163	6599	0	1	641	329	0	0	444	0	84	72	107	164	336	251	506	307	0	285	417	413	0	1	8
LOC783195	662	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783202	497	52	20	71	51	50	71	54	35	39	24	19	21	53	20	13	5	9	3	11	9	10	20	11
LOC783203	963	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783205	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783210	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783224	1116	4	20	11	15	10	22	7	24	3	3	2	7	24	7	21	1	19	7	36	41	145	15	15
LOC783225	785	0	0	0	0	0	0	0	0	6	9	3	0	0	0	0	0	0	0	0	0	0	0	0
LOC783253	1611	16	0	9	3	7	1	0	0	59	34	17	3	25	0	0	5	7	1	1	2	18	8	54
LOC783267	888	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783279	1608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783299	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783300	296	0	0	0	0	0	0	0	0	5	2	7	0	0	0	0	0	0	0	0	0	0	0	0
LOC783311	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783313	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783323	1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783328	1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783329	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783362	1059	195	185	24	67	168	326	84	0	273	528	162	2	0	29	5	42	4	10	15	10	0	79	0
LOC783376	833	7	9	16	1	1	1	1	2	51	82	74	1	2	1	0	3	1	3	9	3	0	19	3
LOC783380	1032	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783396	4460	0	0	0	0	57	0	0	0	0	1	0	0	0	0	50	0	0	0	26	0	0	0	0
LOC783399	948	7	0	80	0	0	0	0	0	23	11	7	0	0	40	0	0	0	0	0	32	0	0	0
LOC783446	1284	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783461	444	16	12	10	25	9	13	8	15	37	29	5	2	5	1	0	4	1	0	1	0	7	3	29
LOC783472	3841	626	0	900	161	111	487	910	152	43	82	17	23	403	81	33	102	26	1	290	11	75	357	18
LOC783488	1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783491	904	2	7	0	1	0	0	1	0	2	27	4	0	0	0	0	0	0	0	0	0	0	0	0
LOC783492	882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783497	1046	0	0	8	1	0	2	0	19	0	1	0	18	0	4	0	9	6	12	12	11	0	1	0
LOC783508	1374	374	0	155	0	220	59	15	0	132	81	202	0	0	126	0	5	67	13	46	41	5	5	0
LOC783509	3024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783514	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783518	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783529	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783533	1141	0	0	0	0	0	0	0	0	23	53	36	0	0	0	0	0	0	0	0	0	0	0	0
LOC783535	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783540	4772	0	0	30	340	0	0	1	0	144	342	306	132	266	75	0	0	65	9	125	81	128	838	0
LOC783558	1643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783562	1454	43	0	2	0	0	0	0	0	4	1	3	0	0	0	0	37	0	64	0	8	0	0	0
LOC783578	816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783597	2180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783598	921	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC783600	1059	1	17	343	0	213	125	322	0	7	5	12	487	0	527	0	554	610	250	1051	247	10	712	1
LOC783604	2423	0	0	0	0	0	0	0	0	31	37	105	0	0	0	0	0	0	14	47	0	0	0	0
LOC783616	994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783649	1038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783655	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783671	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783680	971	443	593	562	219	453	152	744	167	2748	2932	2731	187	213	87	48	74	0	115	112	114	237	1	0
LOC783707	1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783730	1418	1	177	83	0	6	0	1	2	18	10	29	63	78	38	3	74	0	25	3	0	6	0	1
LOC783811	723	0	0	0	0	0	0	82	4	2	0	0	16	0	3	0	11	0	26	0	1	9	18	0
LOC783812	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783838	1643	7	6	3	6	2	3	0	6	21	6	6	3	1	0	1	0	0	0	2	0	0	1	3
LOC783843	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783845	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783884	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783885	978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783893	10650	0	0	0	0	0	0	0	0	17	14	34	0	0	0	0	0	0	0	0	1	1	0	0
LOC783912	591	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783917	951	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783920	9448	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0
LOC783945	1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0
LOC783947	2456	89	0	632	1	577	384	7	0	143	303	99	321	206	463	517	853	1270	969	1754	274	889	463	2
LOC783951	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783993	3348	47	3	2	6	0	7	3	4	2	4	0	1	6	3	2	2	3	2	7	9	14	2	6
LOC783995	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC783998	936	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784007	14657	321	0	0	0	0	0	0	0	32	24	111	0	0	0	0	0	0	0	0	0	0	0	0
LOC784038	940	0	0	13	52	3	0	50	32	1	3	1	0	86	34	27	44	33	28	96	22	18	2	1
LOC784052	437	27	13	15	18	12	18	6	15	25	14	0	10	5	1	4	0	3	3	3	1	9	3	2
LOC784058	676	55	40	74	83	35	68	49	124	190	103	114	101	74	72	43	84	35	92	138	249	221	138	23
LOC784100	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784108	939	0	0	0	0	0	0	0	0	1	2	2	0	0	1	0	25	0	0	17	1	22	1	0
LOC784148	2830	0	0	0	0	0	0	0	0	9	5	32	0	0	0	0	0	0	0	0	0	0	0	0
LOC784185	975	0	0	86	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
LOC784187	981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784214	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784254	1462	0	0	0	0	0	0	0	0	16	12	3	0	0	0	0	0	0	0	0	0	0	0	0
LOC784260	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784285	774	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784302	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784305	5737	0	1	0	0	2	1	141	572	30	16	17	0	0	0	0	0	0	0	0	0	0	0	0
LOC784318	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784329	1032	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784332	1065	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784376	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784409	7724	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	6	0	0	0	0	0	0	0
LOC784417	2350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784427	1602	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	38	0	0	0
LOC784434	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0
LOC784435	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784451	4817	0	0	11	11	1	184	1	1	197	418	136	0	31	5	5	2	15	127	0	1	43	113	23
LOC784455	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784458	614	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784522	2472	4	0	5	25	2	0	6	0	18	6	2	0	0	0	0	0	0	0	1	0	0	1	2
LOC784525	1054	0	0	14	0	0	0	49	0	3	1	2	1	0	7	0	0	0	0	15	0	0	0	0
LOC784535	1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784541	6835	78	7	261	0	15	7	14	9	94	127	311	7	0	1	0	119	55	50	444	18	294	7	61
LOC784572	5060	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784594	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784595	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784603	414	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC784614	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784623	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784637	613	0	0	7	0	0	0	0	0	34	28	24	147	0	4	0	1	0	41	0	0	0	0	0
LOC784652	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784679	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784681	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784706	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784741	906	0	0	0	0	0	0	0	0	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC784768	2984	0	0	0	0	0	0	0	0	32	5	13	0	0	0	0	0	0	0	0	0	0	0	0
LOC784778	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784815	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784843	336	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784866	3809	0	20	0	5	0	0	2	1	38	33	115	0	0	0	0	1	10	0	3	122	7	0	0
LOC784867	1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784885	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784897	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784898	4971	0	0	1	1	0	0	219	0	4	6	0	3	0	0	0	0	0	0	2	3	0	4	0
LOC784899	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784914	11874	0	0	87	0	30	0	184	0	207	178	209	0	0	0	227	175	0	0	0	262	0	0	0
LOC784922	982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784925	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784932	1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784957	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784976	1088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC784993	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785036	3886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785050	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785068	1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785080	1038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785082	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785105	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785107	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785109	585	9	0	39	53	254	62	0	0	37	64	26	0	0	158	54	30	366	53	243	97	234	71	0
LOC785121	803	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785144	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785145	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785149	2171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785155	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785162	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785168	2875	0	0	0	0	0	0	0	0	40	142	52	0	0	0	0	0	0	0	0	0	0	0	0
LOC785207	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785216	1651	354	0	1097	768	848	163	884	0	361	702	514	350	247	1	180	167	1	135	121	347	548	372	1
LOC785236	1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785238	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785244	2831	0	9	18	0	0	0	0	0	13	38	20	0	0	0	0	0	0	0	0	0	0	0	0
LOC785251	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785256	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785277	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785287	2276	0	0	1	0	0	0	0	0	3	14	6	0	0	0	0	0	0	0	0	0	0	0	0
LOC785370	2245	0	0	0	0	0	0	0	0	2	1	2	0	0	4	0	0	0	0	0	0	0	0	0
LOC785379	987	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785386	497	37	29	43	44	67	54	17	37	32	33	11	12	22	18	50	18	15	3	54	30	54	114	19
LOC785392	948	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785406	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785408	4050	294	0	24	0	0	0	0	0	1113	1108	646	0	0	0	0	16	0	1	0	86	0	1	0
LOC785431	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785445	1252	9	11	4	9	3	2	9	5	17	7	5	2	9	2	5	1	3	4	5	6	35	47	94
LOC785479	306	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785500	4311	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785502	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785503	1581	27	14	41	8	39	7	26	16	4	5	12	27	10	20	14	23	17	36	44	28	4	8	10
LOC785540	1935	0	0	0	0	0	0	0	0	245	62	44	0	0	0	0	0	0	0	120	0	0	0	0
LOC785565	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785568	1168	132	54	137	4	53	85	11	65	345	301	338	48	41	5	23	42	31	53	64	62	62	25	14
LOC785582	2193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785618	924	0	0	0	0	0	0	0	0	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC785623	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785624	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785630	11484	3	0	68	0	40	68	115	0	729	993	780	0	0	0	159	21	2	20	16	180	42	1	98
LOC785639	1463	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
LOC785647	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785680	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785683	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785712	2960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785723	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785745	224	59	98	36	49	41	64	30	101	164	54	21	7	42	15	23	6	28	3	16	17	81	12	16
LOC785755	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785756	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785761	1324	23	28	21	28	8	17	6	4	51	41	46	1	7	15	3	21	14	19	27	6	5	36	0
LOC785762	1808	0	0	78	0	0	0	0	0	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0
LOC785779	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785803	895	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785804	1579	165	0	0	0	0	0	13	0	1	0	0	0	0	157	135	151	0	0	0	0	0	0	1
LOC785811	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785841	1589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785848	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785854	873	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785868	1008	6	12	4	4	0	0	0	4	9	9	3	0	0	0	2	0	0	0	0	0	0	0	0
LOC785873	3201	81	0	374	0	135	327	816	635	161	163	97	1151	414	838	665	681	566	690	1089	1026	907	1568	958
LOC785875	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785896	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785898	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785899	946	0	0	122	0	0	0	0	0	7	10	5	0	0	0	0	0	0	0	0	0	0	0	0
LOC785903	978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785907	3919	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	121	0	1	0	0
LOC785910	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785914	942	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785933	2840	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785944	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785946	990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785969	930	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785981	1834	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC785982	2553	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC785997	979	0	0	0	0	0	0	0	0	25	19	6	0	0	0	0	0	0	0	0	0	0	0	0
LOC786015	1136	23	19	22	20	33	14	8	23	106	96	81	4	9	10	7	7	2	3	3	6	4	2	12
LOC786065	3787	0	0	0	0	0	0	0	0	2	3	0	0	0	108	0	0	0	0	0	0	0	0	0
LOC786089	1089	8	0	2	0	0	0	0	0	17	10	3	0	0	0	0	0	8	0	0	6	3	0	0
LOC786095	4424	30	0	0	2	0	0	0	0	2	5	3	0	0	0	0	0	0	0	0	0	0	0	0
LOC786119	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786126	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786133	1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786139	2887	0	0	35	0	0	0	0	0	24	9	9	0	0	0	0	3	0	0	1	0	0	131	0
LOC786149	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786185	744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786201	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786202	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786224	1096	5	0	0	0	0	0	0	0	27	49	25	0	0	0	0	0	0	0	0	0	0	0	0
LOC786231	1363	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
LOC786252	1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786254	1435	0	0	0	0	0	67	0	0	6	2	4	0	2	7	0	0	0	0	0	0	1	0	0
LOC786256	1200	1	0	0	0	0	6	0	3	2	0	0	0	1	0	1	0	0	0	3	1	3	0	0
LOC786258	804	14	17	9	10	11	6	3	6	40	12	9	0	2	0	0	0	1	0	0	0	6	1	0
LOC786297	697	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC786348	1810	162	0	0	0	0	153	0	10	36	55	20	6	193	1	0	0	5	0	0	52	0	1	0
